wavelength_um transit_depth
4.423462088698141059e+00 2.817147611531804069e-02
4.430042918454936363e+00 3.454893436331531870e-02
4.436623748211731666e+00 2.797099765546058603e-02
4.443204577968526969e+00 2.806000835890865366e-02
4.449785407725322273e+00 2.884861130415138086e-02
4.456366237482117576e+00 2.783949571059157399e-02
4.462947067238912879e+00 2.738403850970136041e-02
4.469527896995708183e+00 2.804195152632800447e-02
4.476108726752504374e+00 2.835492790034880445e-02
4.482689556509299678e+00 2.816010370123326473e-02
4.489270386266094981e+00 2.771703519400374113e-02
4.495851216022890284e+00 2.900550647817428870e-02
4.502432045779685588e+00 2.644152169089721352e-02
4.509012875536480891e+00 2.957476883756291960e-02
4.515593705293276194e+00 2.767736220211632070e-02
4.522174535050072386e+00 2.704057890333326497e-02
4.528755364806867689e+00 2.796796910680832832e-02
4.535336194563662993e+00 2.708615581639610415e-02
4.541917024320458296e+00 2.783544649531283569e-02
4.548497854077253599e+00 2.864223421527898120e-02
4.555078683834048903e+00 2.760997319457737798e-02
4.561659513590844206e+00 2.758827572205961587e-02
4.568240343347640398e+00 2.815034848659958219e-02
4.574821173104435701e+00 2.689968616574714075e-02
4.581402002861231004e+00 2.745968653942681623e-02
4.587982832618026308e+00 2.702151175968909094e-02
4.594563662374821611e+00 2.732489528746436663e-02
4.601144492131616914e+00 2.742502281508617940e-02
4.607725321888412218e+00 2.928551656856540064e-02
4.614306151645207521e+00 2.649882355569413775e-02
4.620886981402002824e+00 2.680194820698618072e-02
4.627467811158798128e+00 2.671384104952743976e-02
4.634048640915594319e+00 2.756566632528926336e-02
4.640629470672389623e+00 2.706520232676594764e-02
4.647210300429184926e+00 2.835704991295898841e-02
4.653791130185980229e+00 2.771950417673109748e-02
4.660371959942775533e+00 2.737605362892312627e-02
4.666952789699570836e+00 2.758259109772411705e-02
4.673533619456366139e+00 2.750976557142155443e-02
4.680114449213162331e+00 2.685043807374810215e-02
4.686695278969957634e+00 2.608271222870970490e-02
4.693276108726752938e+00 2.662651148480779661e-02
4.699856938483548241e+00 2.749877536387707391e-02
4.706437768240343544e+00 2.631653793126089921e-02
4.713018597997138848e+00 2.902266842953502707e-02
4.719599427753934151e+00 2.614796508637583922e-02
4.726180257510729454e+00 3.004685784420696795e-02
4.732761087267525646e+00 2.809323293083396469e-02
4.739341917024320949e+00 2.652924793129644160e-02
4.745922746781116253e+00 2.654534905067714584e-02
4.752503576537911556e+00 2.609800219189323950e-02
4.759084406294706859e+00 2.657072610860167911e-02
4.765665236051502163e+00 2.651085438214615536e-02
4.772246065808297466e+00 2.726796947717238795e-02
4.778826895565093658e+00 2.874501908450852877e-02
4.785407725321888961e+00 2.658576166143824387e-02
4.791988555078684264e+00 2.751661688421783158e-02
4.798569384835479568e+00 2.597884980968737448e-02
4.805150214592274871e+00 2.619440262427717020e-02
4.811731044349070174e+00 2.704574594879160729e-02
4.818311874105865478e+00 2.686258501800900880e-02
4.824892703862661669e+00 2.851798520323790484e-02
4.831473533619456973e+00 2.618506684732904016e-02
4.838054363376252276e+00 2.680197980916134218e-02
4.844635193133047579e+00 2.685657568139650231e-02
4.851216022889842883e+00 2.685288674618816970e-02
4.857796852646638186e+00 2.626071707685815118e-02
4.864377682403433489e+00 2.818592627452934027e-02
4.870958512160228793e+00 2.678730014253390482e-02
4.877539341917024984e+00 2.598681486386435549e-02
4.884120171673820288e+00 2.688926313804827425e-02
4.890701001430615591e+00 2.667932822791965752e-02
4.897281831187410894e+00 2.801828346952967355e-02
4.903862660944206198e+00 2.623243544850512726e-02
4.910443490701001501e+00 2.600726626843443898e-02
4.917024320457796804e+00 2.651034837103836278e-02
4.923605150214592996e+00 2.681070807363106906e-02
4.930185979971388299e+00 2.838890410000496217e-02
4.936766809728183603e+00 2.655804067609734975e-02
4.943347639484978906e+00 2.963126804394500963e-02
4.949928469241774209e+00 2.850506006997005279e-02
4.956509298998569513e+00 2.590993757398292116e-02
4.963090128755364816e+00 2.717773304357482336e-02
4.969670958512160119e+00 2.620336751712521242e-02
4.976251788268956311e+00 2.599375896489103735e-02
4.982832618025751614e+00 2.696166188533160799e-02
4.989413447782546918e+00 2.852221645545171408e-02
4.995994277539342221e+00 2.778003702488893167e-02
5.002575107296137524e+00 2.660198786999697779e-02
5.009155937052932828e+00 2.570448393417184771e-02
5.015736766809728131e+00 2.684521005965801246e-02
5.022317596566524323e+00 2.778072136535771411e-02
5.028898426323319626e+00 2.743121309285422721e-02
5.035479256080114929e+00 2.638120331623776751e-02
5.042060085836910233e+00 2.657867135212275272e-02
5.048640915593705536e+00 2.645601159717916179e-02
5.055221745350500839e+00 2.808301524824632911e-02
5.061802575107296143e+00 2.726609066523376021e-02
5.068383404864092334e+00 2.850743576642897001e-02
5.074964234620887638e+00 2.660699959418705643e-02
5.081545064377682941e+00 2.564057563626512271e-02
5.088125894134478244e+00 2.629931808708297139e-02
5.094706723891273548e+00 2.954544528145388108e-02
5.101287553648068851e+00 2.572997274702353357e-02
5.107868383404864154e+00 2.967820885717081802e-02
5.114449213161659458e+00 2.648896743090344008e-02
5.121030042918455649e+00 2.674982724639292375e-02
5.127610872675250953e+00 2.928481742556870299e-02
5.134191702432046256e+00 2.621636966876026917e-02
5.140772532188841559e+00 2.898728413130149950e-02
5.147353361945636863e+00 2.661642227725572254e-02
5.153934191702432166e+00 2.551535788806270216e-02
5.160515021459227469e+00 2.647039777539644118e-02
5.167095851216023661e+00 2.642149751793229639e-02
5.173676680972818964e+00 3.003759332520277575e-02
5.180257510729614268e+00 2.794014232677121193e-02
5.186838340486409571e+00 2.630600246132250297e-02
5.193419170243204874e+00 2.716445060942960718e-02
5.200000000000000178e+00 2.902647811385412890e-02
